battery,Year,Car_Brand,Name,mileage_in_km,price_in_usd,AGM,battery_price
75Ah,2022,Toyota,Camry,9800,29800,,34000
75Ah,2016,Toyota,Camry,145000,17000,,34000
75Ah,2012,Toyota,Camry,115873,14700,,34000
75Ah,2021,Toyota,Camry,16334,9875,,34000
75Ah,2020,Toyota,Camry,17354,4875,,34000
75Ah,2020,Toyota,Camry,18247,9125,,34000
75Ah,2021,Toyota,Camry,16824,10000,,34000
75Ah,2021,Toyota,Camry,16947,10000,,34000
75Ah,2017,Toyota,Camry,85000,23000,,34000
75Ah,2019,Toyota,Camry,90000,8750,,34000
75Ah,2016,Toyota,Camry,133000,16800,,34000
75Ah,2020,Toyota,Camry,15000,21200,,34000
75Ah,2019,Toyota,Camry,60350,,,34000
75Ah,2021,Toyota,Camry,15000,35500,,34000
75Ah,2010,Toyota,Camry,183000,12900,,34000
75Ah,2021,Toyota,Camry,25357,25000,,34000
75Ah,2019,Toyota,Camry,56021,21625,,34000
75Ah,2017,Toyota,Camry,73261,10500,,34000
75Ah,2021,Toyota,Camry,6841,25000,,34000
75Ah,2019,Toyota,Camry,106217,25500,,34000
75Ah,2022,Toyota,Camry,31000,37000,,34000
75Ah,2010,Toyota,Camry,217261,12700,,34000
75Ah,2006,Toyota,Camry,268760,7300,,34000
75Ah,2016,Toyota,Camry,110000,16800,,34000
75Ah,2018,Toyota,Camry,99900,23600,,34000
75Ah,2021,Toyota,Camry,19760,13375,,34000
75Ah,2018,Toyota,Camry,20000,25500,,34000
75Ah,2023,Toyota,Camry,30,37000,,34000
75Ah,2022,Toyota,Camry,10,,,34000
75Ah,2022,Toyota,Camry,13000,26900,,34000
75Ah,2019,Toyota,Camry,100000,24000,,34000
75Ah,2011,Toyota,Camry,233355,11200,,34000
75Ah,2021,Toyota,Camry,17935,12625,,34000
75Ah,2021,Toyota,Camry,15000,32600,,34000
75Ah,2020,Toyota,Camry,22000,28000,,34000
75Ah,2021,Toyota,Camry,41000,30000,,34000
75Ah,2020,Toyota,Camry,24140,32700,,34000
75Ah,2018,Toyota,Camry,18354,9125,,34000
75Ah,2019,Toyota,Camry,18347,9875,,34000
75Ah,2019,Toyota,Camry,150000,21500,,34000
75Ah,2020,Toyota,Camry,156106,27700,,34000
75Ah,2017,Toyota,Camry,72000,16800,,34000
75Ah,2019,Toyota,Camry,30000,29700,,34000
75Ah,2019,Toyota,Camry,100000,,,34000
75Ah,2022,Toyota,Camry,36000,47700,,34000
75Ah,2022,Toyota,Camry,25000,27700,,34000
75Ah,2019,Toyota,Camry,46000,30500,,34000
75Ah,2021,Toyota,Camry,36000,28000,,34000
75Ah,2019,Toyota,Camry,64374,24900,,34000
75Ah,2021,Toyota,Camry,31000,34000,,34000
75Ah,2017,Toyota,Camry,20731,8125,,34000
75Ah,2022,Toyota,Camry,25000,34000,,34000
75Ah,2019,Toyota,Camry,50000,26500,,34000
75Ah,2020,Toyota,Camry,45000,30500,,34000
75Ah,2020,Toyota,Camry,136794,25000,,34000
75Ah,2019,Toyota,Camry,64374,34500,,34000
75Ah,2021,Toyota,Camry,20000,47700,,34000
75Ah,2019,Toyota,Camry,100000,26500,,34000
75Ah,2012,Toyota,Camry,300000,14000,,34000
75Ah,2016,Toyota,Camry,136144,13125,,34000
75Ah,2021,Toyota,Camry,29850,25000,,34000
75Ah,2021,Toyota,Camry,17265,8000,,34000
75Ah,2018,Toyota,Camry,19345,8500,,34000
75Ah,2018,Toyota,Camry,80000,25500,,34000
75Ah,2018,Toyota,Camry,18345,9000,,34000
75Ah,2018,Toyota,Camry,17692,9250,,34000
75Ah,2018,Toyota,Camry,20194,9000,,34000
75Ah,2022,Toyota,Camry,15736,12875,,34000
75Ah,2019,Toyota,Camry,53000,30700,,34000
75Ah,2018,Toyota,Camry,18347,9000,,34000
75Ah,2020,Toyota,Camry,6732,13250,,34000
75Ah,2020,Toyota,Camry,7369,13250,,34000
75Ah,2023,Toyota,Camry,5147,16500,,34000
75Ah,2022,Toyota,Camry,65983,39700,,34000
75Ah,2019,Toyota,Camry,65000,32800,,34000
75Ah,2020,Toyota,Camry,7914,13250,,34000
75Ah,2022,Toyota,Camry,5725,16500,,34000
75Ah,2022,Toyota,Camry,25000,44000,,34000
75Ah,2015,Toyota,Camry,150000,15300,,34000
75Ah,2022,Toyota,Camry,16093,34000,,34000
75Ah,2020,Toyota,Camry,31000,,,34000
75Ah,2019,Toyota,Camry,98170,21200,,34000
75Ah,2021,Toyota,Camry,5814,14250,,34000
75Ah,2021,Toyota,Camry,5593,14250,,34000
75Ah,2021,Toyota,Camry,5822,14250,,34000
75Ah,2021,Toyota,Camry,35000,39700,,34000
75Ah,2020,Toyota,Camry,10,32000,,34000
75Ah,2021,Toyota,Camry,25000,38700,,34000
75Ah,2018,Toyota,Camry,117482,23500,,34000
75Ah,2022,Toyota,Camry,13679,27500,,34000
75Ah,2021,Toyota,Camry,40000,30000,,34000
75Ah,2021,Toyota,Camry,60000,30500,,34000
75Ah,2022,Toyota,Camry,25000,35700,,34000
75Ah,2022,Toyota,Camry,22000,46700,,34000
75Ah,2023,Toyota,Camry,4531,17250,,34000
75Ah,2020,Toyota,Camry,70000,30000,,34000
75Ah,2017,Toyota,Camry,130357,16700,,34000
75Ah,2018,Toyota,Camry,9163,10625,,34000
75Ah,2020,Toyota,Camry,7114,13625,,34000
75Ah,2023,Toyota,Camry,5147,17375,,34000
75Ah,2019,Toyota,Camry,5822,11500,,34000
75Ah,2018,Toyota,Camry,5822,10250,,34000
75Ah,2019,Toyota,Camry,7359,11500,,34000
75Ah,2020,Toyota,Camry,8241,13250,,34000
75Ah,2020,Toyota,Camry,7932,12250,,34000
75Ah,2020,Toyota,Camry,7392,13250,,34000
75Ah,2021,Toyota,Camry,9534,16250,,34000
75Ah,2019,Toyota,Camry,117629,11125,,34000
75Ah,2021,Toyota,Camry,59546,33400,,34000
75Ah,2021,Toyota,Camry,30000,28000,,34000
75Ah,2004,Toyota,Camry,130000,8000,,34000
75Ah,2010,Toyota,Camry,296119,9000,,34000
75Ah,2013,Toyota,Camry,233355,14700,,34000
75Ah,2009,Toyota,Camry,152000,12000,,34000
75Ah,2022,Toyota,Camry,15128,31000,,34000
75Ah,2018,Toyota,Camry,78858,20500,,34000
75Ah,2016,Toyota,Camry,209215,17900,,34000
75Ah,2015,Toyota,Camry,143000,16000,,34000
75Ah,2020,Toyota,Camry,112654,25000,,34000
75Ah,2018,Toyota,Camry,85000,21800,,34000
75Ah,2018,Toyota,Camry,60000,21200,,34000
75Ah,2017,Toyota,Camry,115600,19000,,34000
75Ah,2015,Toyota,Camry,125000,24000,,34000
75Ah,2013,Toyota,Camry,117482,13700,,34000
75Ah,2010,Toyota,Camry,225000,11000,,34000
75Ah,2016,Toyota,Camry,140000,17000,,34000
75Ah,2022,Toyota,Camry,3943,,,34000
75Ah,2022,Toyota,Camry,9700,43500,,34000
75Ah,2021,Toyota,Camry,35000,27300,,34000
75Ah,2021,Toyota,Camry,51499,33000,,34000
75Ah,2022,Toyota,Camry,5000,31900,,34000
75Ah,2019,Toyota,Camry,61155,24100,,34000
75Ah,2018,Toyota,Camry,150000,22000,,34000
75Ah,2018,Toyota,Camry,117000,25500,,34000
75Ah,2011,Toyota,Camry,97000,14000,,34000
75Ah,2012,Toyota,Camry,200000,13500,,34000
75Ah,2021,Toyota,Camry,33000,39500,,34000
75Ah,2010,Toyota,Camry,207605,11700,,34000
75Ah,2008,Toyota,Camry,386243,8900,,34000
75Ah,2022,Toyota,Camry,5000,41000,,34000
75Ah,2019,Toyota,Camry,94951,29500,,34000
75Ah,2012,Toyota,Camry,143858,14400,,34000
75Ah,2018,Toyota,Camry,50000,20900,,34000
75Ah,2010,Toyota,Camry,263932,13000,,34000
75Ah,2020,Toyota,Camry,57000,25700,,34000
75Ah,2021,Toyota,Camry,55000,35000,,34000
75Ah,2018,Toyota,Camry,160934,9375,,34000
75Ah,2019,Toyota,Camry,96561,8750,,34000
75Ah,2018,Toyota,Camry,100000,25700,,34000
75Ah,2022,Toyota,Camry,1870,37800,,34000
75Ah,2020,Toyota,Camry,33000,35500,,34000
75Ah,2018,Toyota,Camry,32480,33500,,34000
75Ah,2009,Toyota,Camry,130000,9900,,34000
75Ah,2019,Toyota,Camry,99000,21000,,34000
75Ah,2021,Toyota,Camry,75000,39500,,34000
75Ah,2011,Toyota,Camry,222089,13500,,34000
75Ah,2021,Toyota,Camry,36000,28000,,34000
75Ah,2022,Toyota,Camry,38,29000,,34000
75Ah,2017,Toyota,Camry,188000,26000,,34000
75Ah,2018,Toyota,Camry,96561,,,34000
75Ah,2013,Toyota,Camry,167887,14800,,34000
75Ah,2023,Toyota,Camry,12875,26250,,34000
75Ah,2020,Toyota,Camry,33796,26250,,34000
75Ah,2023,Toyota,Camry,56821,25000,,34000
75Ah,2023,Toyota,Camry,20212,27500,,34000
75Ah,2017,Toyota,Camry,180000,16500,,34000
75Ah,2023,Toyota,Camry,43679,25000,,34000
75Ah,2023,Toyota,Camry,24327,26250,,34000
75Ah,2023,Toyota,Camry,42968,21875,,34000
75Ah,2023,Toyota,Camry,20561,23125,,34000
75Ah,2023,Toyota,Camry,26633,22500,,34000
75Ah,2023,Toyota,Camry,42691,26875,,34000
75Ah,2024,Toyota,Camry,64,30875,,34000
75Ah,2024,Toyota,Camry,11920,29625,,34000
75Ah,2022,Toyota,Camry,78639,22125,,34000
75Ah,2023,Toyota,Camry,47472,24625,,34000
75Ah,2021,Toyota,Camry,99575,19625,,34000
75Ah,2020,Toyota,Camry,90836,19625,,34000
75Ah,2023,Toyota,Camry,468,25625,,34000
75Ah,2023,Toyota,Camry,42968,18750,,34000
75Ah,2023,Toyota,Camry,11959,27500,,34000
75Ah,2022,Toyota,Camry,36790,16875,,34000
75Ah,2023,Toyota,Camry,31313,26250,,34000
75Ah,2024,Toyota,Camry,15485,32500,,34000
75Ah,2023,Toyota,Camry,20561,21250,,34000
75Ah,2012,Toyota,Camry,386243,11500,,34000
75Ah,2018,Toyota,Camry,148060,22000,,34000
75Ah,2010,Toyota,Camry,223699,12500,,34000
75Ah,2014,Toyota,Camry,162544,15500,,34000
75Ah,2019,Toyota,Camry,130357,27500,,34000
75Ah,2019,Toyota,Camry,107826,,,34000
75Ah,2022,Toyota,Camry,24140,31500,,34000
75Ah,2020,Toyota,Camry,48280,22900,,34000
75Ah,2020,Toyota,Camry,17924,8875,,34000
75Ah,2019,Toyota,Camry,98000,31000,,34000
75Ah,2012,Toyota,Camry,131966,14200,,34000
75Ah,2016,Toyota,Camry,177028,2625,,34000
75Ah,2020,Toyota,Camry,16274,8750,,34000
75Ah,2019,Toyota,Camry,72000,18500,,34000
75Ah,2019,Toyota,Camry,17924,7875,,34000
75Ah,2014,Toyota,Camry,70000,14500,,34000
75Ah,2016,Toyota,Camry,48187,13125,,34000
75Ah,2018,Toyota,Camry,19317,8375,,34000
75Ah,2016,Toyota,Camry,132325,13125,,34000
75Ah,2019,Toyota,Camry,128748,10625,,34000
75Ah,2018,Toyota,Camry,85295,7500,,34000
75Ah,2020,Toyota,Camry,80467,11875,,34000
75Ah,2019,Toyota,Camry,57936,8750,,34000
75Ah,2018,Toyota,Camry,57146,28750,,34000
75Ah,2021,Toyota,Camry,35546,27500,,34000
75Ah,2020,Toyota,Camry,50294,22250,,34000
75Ah,2020,Toyota,Camry,75873,21875,,34000
75Ah,2018,Toyota,Camry,72898,21875,,34000
75Ah,2022,Toyota,Camry,2403,30000,,34000
75Ah,2018,Toyota,Camry,102449,21875,,34000
75Ah,2019,Toyota,Camry,71094,21625,,34000
75Ah,2019,Toyota,Camry,92557,19375,,34000
75Ah,2020,Toyota,Camry,69762,28750,,34000
75Ah,2018,Toyota,Camry,72680,26250,,34000
75Ah,2020,Toyota,Camry,45580,23750,,34000
75Ah,2018,Toyota,Camry,122302,20000,,34000
75Ah,2015,Toyota,Camry,160000,16300,,34000
75Ah,2010,Toyota,Camry,228527,10800,,34000
75Ah,2018,Toyota,Camry,17395,10250,,34000
75Ah,2018,Toyota,Camry,60350,,,34000
75Ah,2014,Chevrolet,Captiva,186000,12300,,34000
75Ah,2022,Ford,Escape,28968,,,34000
75Ah,2017,Ford,Escape,135185,,,34000
75Ah,2017,Ford,Escape,157716,15500,,34000
75Ah,2020,Ford,Escape,128000,21000,,34000
75Ah,2018,Ford,Escape,77000,18700,,34000
75Ah,2019,Ford,Escape,64374,3750,,34000
75Ah,2021,Ford,Escape,15965,4875,,34000
75Ah,2020,Ford,Escape,18374,4375,,34000
75Ah,2019,Ford,Escape,18325,5250,,34000
75Ah,2020,Ford,Escape,14520,5875,,34000
75Ah,2018,Ford,Escape,16541,4750,,34000
75Ah,2019,Ford,Escape,19850,5125,,34000
75Ah,2017,Ford,Escape,24715,4000,,34000
75Ah,2020,Ford,Escape,20452,6000,,34000
75Ah,2017,Ford,Escape,23590,4125,,34000
75Ah,2020,Ford,Escape,17639,5375,,34000
75Ah,2017,Ford,Escape,23471,3625,,34000
75Ah,2017,Ford,Escape,12478,4000,,34000
75Ah,2021,Ford,Escape,8934,8625,,34000
75Ah,2020,Ford,Escape,8147,5125,,34000
75Ah,2016,Ford,Escape,90000,9877,,34000
75Ah,2017,Ford,Escape,12741,4000,,34000
75Ah,2018,Ford,Escape,128748,4375,,34000
75Ah,2018,Ford,Escape,6437,4625,,34000
75Ah,2019,Ford,Escape,46671,3750,,34000
75Ah,2021,Ford,Escape,128748,6500,,34000
75Ah,2023,Ford,Escape,28959,27125,,34000
75Ah,2023,Ford,Escape,27867,27125,,34000
75Ah,2023,Ford,Escape,19845,27125,,34000
75Ah,2018,Ford,Escape,18317,3250,,34000
75Ah,2020,Ford,Escape,90000,5000,,34000
75Ah,2020,Ford,Escape,47000,5000,,34000
75Ah,2022,Ford,Escape,5974,11375,,34000
75Ah,2020,Ford,Escape,7441,5500,,34000
75Ah,2020,Ford,Escape,7441,5500,,34000
75Ah,2016,Ford,Explorer,200000,21900,,34000
75Ah,2011,Ford,Explorer,84000,25000,,34000
75Ah,2023,Ford,Explorer,8047,21875,,34000
75Ah,2014,Ford,Explorer,130000,21500,,34000
75Ah,2020,Ford,Explorer,53108,39000,,34000
75Ah,2021,Ford,Explorer,75000,17500,,34000
75Ah,2020,Ford,Explorer,111045,11125,,34000
75Ah,2018,Ford,Explorer,78858,7500,,34000
75Ah,2021,Ford,Explorer,64374,16875,,34000
75Ah,2017,Ford,Explorer,21836,8125,,34000
75Ah,2018,Ford,Explorer,18345,9375,,34000
75Ah,2018,Ford,Explorer,126000,28500,,34000
75Ah,2020,Ford,Explorer,17354,11875,,34000
75Ah,2018,Ford,Explorer,17352,9250,,34000
75Ah,2018,Ford,Explorer,17925,9625,,34000
75Ah,2021,Ford,Explorer,38000,17500,,34000
75Ah,2017,Ford,Explorer,16943,7625,,34000
75Ah,2017,Ford,Explorer,16634,7625,,34000
75Ah,2017,Ford,Explorer,16947,7625,,34000
75Ah,2017,Ford,Explorer,15324,7750,,34000
75Ah,2013,Infiniti,FX37,193121,18800,,34000
75Ah,2012,Infiniti,FX37,152888,19500,,34000
75Ah,2004,Nissan,Fuga,180000,7500,,34000
75Ah,2016,Ford,Fusion,125529,13300,,34000
75Ah,2016,Ford,Fusion,72000,15000,,34000
75Ah,2017,Ford,Fusion,135185,13800,,34000
75Ah,2013,Ford,Fusion,217000,10300,,34000
75Ah,2016,Ford,Fusion,133000,14000,,34000
75Ah,2016,Ford,Fusion,130000,16200,,34000
75Ah,2016,Ford,Fusion,190000,16300,,34000
75Ah,2018,Ford,Fusion,115873,20000,,34000
75Ah,2018,Ford,Fusion,45062,12500,,34000
75Ah,2017,Ford,Fusion,128748,17800,,34000
75Ah,2017,Ford,Fusion,80467,3750,,34000
75Ah,2016,Ford,Fusion,160000,13500,,34000
75Ah,2016,Ford,Fusion,197949,13500,,34000
75Ah,2017,Ford,Fusion,130000,13000,,34000
75Ah,2017,Ford,Fusion,180000,14000,,34000
75Ah,2020,Ford,Fusion,54718,6625,,34000
75Ah,2017,Ford,Fusion,96561,3000,,34000
75Ah,2019,Ford,Fusion,120701,6250,,34000
75Ah,2013,Ford,Fusion,318650,10500,,34000
75Ah,2018,Ford,Fusion,165000,13600,,34000
75Ah,2017,Ford,Fusion,130000,14000,,34000
75Ah,2017,Ford,Fusion,63000,17000,,34000
75Ah,2020,Ford,Fusion,119091,16500,,34000
75Ah,2017,Ford,Fusion,128000,14700,,34000
75Ah,2018,Ford,Fusion,52000,9650,,34000
75Ah,2019,Ford,Fusion,60000,15100,,34000
75Ah,2016,Ford,Fusion,210000,12800,,34000
75Ah,2018,Ford,Fusion,92000,14500,,34000
75Ah,2016,Ford,Fusion,73000,12500,,34000
75Ah,2017,Ford,Fusion,22000,20000,,34000
75Ah,2019,Ford,Fusion,69202,12950,,34000
75Ah,2020,Ford,Fusion,23335,9500,,34000
75Ah,2020,Ford,Fusion,80000,14500,,34000
75Ah,2016,Ford,Fusion,77249,14500,,34000
75Ah,2019,Ford,Fusion,65339,17500,,34000
75Ah,2014,Ford,Fusion,140000,13400,,34000
75Ah,2013,Ford,Fusion,209215,10900,,34000
75Ah,2020,Ford,Fusion,90000,6875,,34000
75Ah,2019,Ford,Fusion,115873,5625,,34000
75Ah,2020,Ford,Fusion,77249,6875,,34000
75Ah,2018,Ford,Fusion,57936,14300,,34000
75Ah,2019,Ford,Fusion,63273,11750,,34000
75Ah,2017,Ford,Fusion,16000,11500,,34000
75Ah,2019,Ford,Fusion,67592,15500,,34000
75Ah,2014,Ford,Fusion,200000,10700,,34000
75Ah,2019,Ford,Fusion,39751,16900,,34000
75Ah,2017,Ford,Fusion,144841,14500,,34000
75Ah,2017,Ford,Fusion,20941,2750,,34000
75Ah,2018,Ford,Fusion,19682,3125,,34000
75Ah,2017,Ford,Fusion,21982,2625,,34000
75Ah,2020,Ford,Fusion,19246,5000,,34000
75Ah,2017,Ford,Fusion,19934,2625,,34000
75Ah,2016,Ford,Fusion,22974,2500,,34000
75Ah,2016,Ford,Fusion,23847,2500,,34000
75Ah,2017,Ford,Fusion,18475,2750,,34000
75Ah,2017,Ford,Fusion,140000,18900,,34000
75Ah,2018,Ford,Fusion,74030,4375,,34000
75Ah,2020,Ford,Fusion,112654,6625,,34000
75Ah,2020,Ford,Fusion,226906,6250,,34000
75Ah,2017,Ford,Fusion,99359,11500,,34000
75Ah,2017,Ford,Fusion,96561,16200,,34000
75Ah,2017,Ford,Fusion,21834,3875,,34000
75Ah,2019,Ford,Fusion,80467,17200,,34000
75Ah,2017,Ford,Fusion,169000,14950,,34000
75Ah,2017,Ford,Fusion,24150,3875,,34000
75Ah,2018,Ford,Fusion,24000,4375,,34000
75Ah,2020,Ford,Fusion,20690,6875,,34000
75Ah,2018,Ford,Fusion,23960,4500,,34000
75Ah,2019,Ford,Fusion,20400,5687.5,,34000
75Ah,2017,Ford,Fusion,23690,3750,,34000
75Ah,2018,Ford,Fusion,88000,16400,,34000
75Ah,2020,Ford,Fusion,18347,6875,,34000
75Ah,2020,Ford,Fusion,20000,9000,,34000
75Ah,2019,Ford,Fusion,117482,18500,,34000
75Ah,2017,Ford,Fusion,131966,14900,,34000
75Ah,2017,Ford,Fusion,12947,4625,,34000
75Ah,2018,Ford,Fusion,101389,16500,,34000
75Ah,2017,Ford,Fusion,12947,3875,,34000
75Ah,2020,Ford,Fusion,6399,6875,,34000
75Ah,2019,Ford,Fusion,6799,5875,,34000
75Ah,2019,Ford,Fusion,7319,5625,,34000
75Ah,2017,Ford,Fusion,12119,3625,,34000
75Ah,2017,Ford,Fusion,12934,3875,,34000
75Ah,2018,Ford,Fusion,10174,4500,,34000
75Ah,2018,Ford,Fusion,10225,4375,,34000
75Ah,2018,Ford,Fusion,10394,4375,,34000
75Ah,2019,Ford,Fusion,7146,5625,,34000
75Ah,2017,Ford,Fusion,11944,3625,,34000
75Ah,2019,Ford,Fusion,7395,5625,,34000
75Ah,2017,Ford,Fusion,185075,13000,,34000
75Ah,2018,Ford,Fusion,8365,4375,,34000
75Ah,2019,Ford,Fusion,119000,14500,,34000
75Ah,2018,Ford,Fusion,160934,15185,,34000
75Ah,2017,Ford,Fusion,75000,14500,,34000
75Ah,2017,Ford,Fusion,205000,12000,,34000
75Ah,2019,Ford,Fusion,65000,19000,,34000
75Ah,2014,Ford,Fusion,301100,9800,,34000
75Ah,2017,Ford,Fusion,235000,14500,,34000
75Ah,2017,Ford,Fusion,201168,18000,,34000
75Ah,2016,Ford,Fusion,93000,15300,,34000
75Ah,2016,Ford,Fusion,92000,14568,,34000
75Ah,2016,Ford,Fusion,115000,16800,,34000
75Ah,2020,Ford,Fusion,43,9375,,34000
75Ah,2020,Ford,Fusion,112961,11125,,34000
75Ah,2018,Ford,Fusion,177028,14400,,34000
75Ah,2018,Ford,Fusion,106217,9500,,34000
75Ah,2016,Ford,Fusion,50000,2500,,34000
75Ah,2017,Ford,Fusion,19347,2625,,34000
75Ah,2017,Ford,Fusion,19934,2750,,34000
75Ah,2019,Ford,Fusion,19874,4375,,34000
75Ah,2018,Ford,Fusion,19347,3125,,34000
75Ah,2016,Ford,Fusion,22589,2500,,34000
75Ah,2018,Ford,Fusion,76526,12750,,34000
75Ah,2019,Ford,Fusion,16000,14000,,34000
75Ah,2018,Ford,Fusion,58569,12500,,34000
75Ah,2019,Ford,Fusion,84994,13750,,34000
75Ah,2019,Ford,Fusion,29784,13500,,34000
75Ah,2019,Ford,Fusion,77141,12875,,34000
75Ah,2019,Ford,Fusion,55547,12500,,34000
75Ah,2020,Ford,Fusion,38283,13125,,34000
75Ah,2019,Ford,Fusion,85960,13125,,34000
75Ah,2019,Ford,Fusion,103595,14500,,34000
75Ah,2020,Ford,Fusion,62245,14375,,34000
75Ah,2019,Ford,Fusion,86180,12750,,34000
75Ah,2020,Ford,Fusion,153395,13750,,34000
75Ah,2017,Ford,Fusion,127067,11000,,34000
75Ah,2018,Ford,Fusion,113354,11875,,34000
75Ah,2018,Ford,Fusion,60569,11625,,34000
75Ah,2017,Ford,Fusion,103349,10875,,34000
75Ah,2017,Ford,Fusion,90989,11125,,34000
75Ah,2018,Ford,Fusion,127898,11000,,34000
75Ah,2017,Ford,Fusion,134047,11625,,34000
75Ah,2018,Ford,Fusion,145647,11250,,34000
75Ah,2017,Ford,Fusion,150493,10625,,34000
75Ah,2018,Ford,Fusion,65532,12125,,34000
75Ah,2017,Ford,Fusion,127143,11625,,34000
75Ah,2018,Ford,Fusion,170000,13300,,34000
75Ah,2020,Ford,Fusion,121874,14375,,34000
75Ah,2018,Ford,Fusion,147780,13125,,34000
75Ah,2019,Ford,Fusion,84679,14375,,34000
75Ah,2017,Ford,Fusion,89821,13750,,34000
75Ah,2019,Ford,Fusion,52801,15000,,34000
75Ah,2019,Ford,Fusion,78406,13625,,34000
75Ah,2019,Ford,Fusion,19171,13750,,34000
75Ah,2020,Ford,Fusion,73138,14375,,34000
75Ah,2019,Ford,Fusion,71672,13750,,34000
75Ah,2020,Ford,Fusion,42436,13750,,34000
75Ah,2020,Ford,Fusion,31521,13750,,34000
75Ah,2019,Ford,Fusion,58795,13500,,34000
75Ah,2019,Ford,Fusion,34017,13125,,34000
75Ah,2019,Ford,Fusion,75000,6000,,34000
75Ah,2019,Ford,Fusion,144841,5500,,34000
75Ah,2017,Ford,Fusion,16433,3875,,34000
75Ah,2017,Ford,Fusion,16347,3875,,34000
75Ah,2017,Ford,Fusion,16334,4000,,34000
75Ah,2020,Ford,Fusion,5297,7000,,34000
75Ah,2017,Ford,Fusion,15914,4000,,34000
75Ah,2020,Ford,Fusion,55000,20100,,34000
75Ah,2007,Volkswagen,Golf,172000,6800,,32000
75Ah,1998,Volkswagen,Golf,400000,3000,,32000
75Ah,2005,Volkswagen,Golf,291000,2716,,32000
75Ah,1998,Volkswagen,Golf,243000,3100,,32000
75Ah,2001,Volkswagen,Golf,114585,3900,,32000
75Ah,1996,Volkswagen,Golf,110000,,,32000
75Ah,2005,Volkswagen,Golf,167000,4700,,32000
75Ah,1998,Volkswagen,Golf,350000,2500,,32000
75Ah,2022,Kia,K5,10700,23900,,34000
75Ah,2022,Kia,K5,10461,38000,,34000
75Ah,2021,Kia,K5,69202,22500,,34000
75Ah,2022,Kia,K5,644,35000,,34000
75Ah,2022,Kia,K5,64374,27500,,34000
75Ah,2021,Kia,K5,53108,12500,,34000
75Ah,2021,Kia,K5,85295,24700,,34000
75Ah,2010,Kia,K5,149000,7900,,34000
75Ah,2022,Kia,K5,18000,26500,,34000
75Ah,2020,Kia,K5,53108,24000,,34000
75Ah,2017,Kia,K5,41021,15900,,34000
75Ah,2022,Kia,K5,11909,26300,,34000
75Ah,2021,Kia,K5,77000,11875,,34000
75Ah,2021,Kia,K5,74030,15000,,34000
75Ah,2021,Kia,K5,43000,30000,,34000
75Ah,2022,Kia,K5,19312,25300,,34000
75Ah,2021,Kia,K5,38624,35000,,34000
75Ah,2022,Kia,K5,16932,13875,,34000
75Ah,2022,Kia,K5,4337,13875,,34000
75Ah,2021,Kia,K5,12000,12500,,34000
75Ah,2021,Kia,K5,46851,16000,,34000
75Ah,2021,Kia,K5,69503,16250,,34000
75Ah,2022,Kia,K5,10839,19250,,34000
75Ah,2023,Kia,K5,805,31700,,34000
75Ah,2022,Kia,K5,19961,14000,,34000
75Ah,2021,Kia,K5,45000,27500,,34000
75Ah,2021,Kia,K5,2601,12375,,34000
75Ah,2022,Kia,K5,9023,13750,,34000
75Ah,2020,Kia,K5,47000,23700,,34000
75Ah,2022,Kia,K5,16372,14125,,34000
75Ah,2021,Kia,K5,95000,,,34000
75Ah,2021,Kia,K5,5936,13875,,34000
75Ah,2020,Kia,K5,85295,26300,,34000
75Ah,2021,Kia,K5,5832,12625,,34000
75Ah,2021,Kia,K5,5719,12625,,34000
75Ah,2020,Kia,K5,57936,28700,,34000
75Ah,2012,Kia,K5,140000,11400,,34000
75Ah,2023,Kia,K5,2000,31700,,34000
75Ah,2021,Kia,K5,123919,11875,,34000
75Ah,2021,Kia,K5,66926,16000,,34000
75Ah,2021,Kia,K5,46000,,,34000
75Ah,2023,Kia,K5,1207,,,34000
75Ah,2021,Kia,K5,10300,9375,,34000
75Ah,2021,Kia,K5,110000,30300,,34000
75Ah,2021,Kia,K5,59253,27500,,34000
75Ah,2022,Kia,K5,20906,28125,,34000
75Ah,2021,Kia,K5,36955,27500,,34000
75Ah,2022,Kia,K5,38624,15000,,34000
75Ah,2023,Kia,K5,4326,15125,,34000
75Ah,2020,Kia,K5,33796,21500,,34000
75Ah,2022,Kia,K5,5174,14500,,34000
75Ah,2021,Kia,K5,7369,13375,,34000
75Ah,2022,Kia,K5,5198,14500,,34000
75Ah,2021,Kia,K5,43452,25200,,34000
75Ah,2023,Kia,K5,3958,16875,,34000
75Ah,2014,Toyota,Land Cruiser Prado,89500,31900,,34000
75Ah,2005,Toyota,Land Cruiser Prado,163000,21000,,34000
75Ah,2003,Toyota,Land Cruiser Prado,290000,16400,,34000
75Ah,2010,Toyota,Land Cruiser Prado,180000,35000,,34000
75Ah,2014,Toyota,Land Cruiser Prado,168000,47000,,34000
75Ah,2016,Toyota,Land Cruiser Prado,100000,37500,,34000
75Ah,2014,Toyota,Land Cruiser Prado,140000,43000,,34000
75Ah,2012,Toyota,Land Cruiser Prado,150000,35000,,34000
75Ah,2012,Toyota,Land Cruiser Prado,127000,39000,,34000
75Ah,2012,Toyota,Land Cruiser Prado,137000,32000,,34000
75Ah,2008,Toyota,Land Cruiser Prado,126230,20500,,34000
75Ah,2014,Toyota,Land Cruiser Prado,152000,38000,,34000
75Ah,2015,Toyota,Land Cruiser Prado,140000,47500,,34000
75Ah,2019,Toyota,Land Cruiser Prado,55000,75000,,34000
